address,id,latitude,line_url,longitude,name,opening_hours,phone_number,type,type_name
293 ม.5 ถ.สุพรรณบุรี-ชัยนาท ต.ท่าระหัด อ.เมือง จ.สุพรรณบุรี 72000,5007-th,14.469404,https://lin.ee/wtLdbX5,100.1294767,โลตัส สุพรรณบุรี,08:00 - 22:00,035-525-001 #300,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
909 ม. 10 ถ.พิษณุโลก- หล่มสัก ต.อรัญญิก อ.เมือง จ.พิษณุโลก 65000,5006-th,16.8190565,https://lin.ee/UJtsmbT,100.3010891,โลตัส พิษณุโลก,08:00 - 21:00,055-221-066 Ext.300/365,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
91/3 ถ.มิตรภาพ ต.ปากเพรียว อ.เมือง สระบุรี 18000,5005-th,14.5220666,https://lin.ee/lDEug84,100.9221593,โลตัส สระบุรี,08:00 - 22:00,036-315-820,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
408/2  ม. 12  ถ.สุขุมวิท ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,5004-th,12.9061847,https://lin.ee/WD8TXL8,100.8946884,โลตัส พัทยาใต้,08:00 - 23:00,038-300800-2,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
356 ม.3 ถ.มิตรภาพ ต.เมืองเก่า อ.เมือง จ.ขอนแก่น 40000,5003-th,16.4011002,https://lin.ee/7OP3smn,102.8167543,โลตัส ขอนแก่น,08:00 - 22:00,043-325-323,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
119 ม.7 ถ.เศรษฐกิจ1 ต.ท่าทราย อ.เมือง จ.สมุทรสาคร 74000,5002-th,13.5772875,https://lin.ee/STMPWdU,100.2719164,โลตัส มหาชัย,08:00 - 22:00,034-827170-3,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
904/2 ม.6 ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม. 10260,5001-th,13.6924626,https://lin.ee/Yd4G4TU,100.6485545,โลตัส ซีคอน,09:00 - 23:00,02-721-9118,stores-lotuss-extra,ไฮเปอร์มาร์เก็ต
232 ม.1  ต.ลานสัก อ.ลานสัก จ.อุทัยธานี 61160,3503-th,15.467235,https://lin.ee/GOFCt0O,99.538952,"""โลตัส โก เฟรช ลานสัก, อุทัยธานี  """,06:00 - 22:00,062-6055734,stores-lotuss-express,โก เฟรช
391/5 ม.3  ต.ในเมือง อ.พิชัย จ.อุตรดิตถ์ 53120,3502-th,17.296926,https://lin.ee/qDgSCT9,100.085301,"""โลตัส พิชัย, อุตรดิตถ์""",06:00 - 21:00,062-6058948,stores-lotuss-market,ซูเปอร์มาร์เก็ต
#N/A,3280-th,12.9296982,https://lin.ee/W3iaxCE,100.9168911,โลตัส โก เฟรช เนินพลับหวาน ,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3279-th,18.499373,https://lin.ee/H3sAXtx,98.368406,โลตัส โก เฟรช แม่แจ่ม เชียงใหม่,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3278-th,14.3872005,https://lin.ee/4VJwBB7,100.926197,โลตัส โก เฟรช ตลาดหนองผักชี หนองแค,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3277-th,13.619382,https://lin.ee/9PE9xfn,100.717844,โลตัส โก เฟรช สุขาภิบาล 6 บางพลีใหญ่ใน,24 ชม.,,stores-lotuss-express,โก เฟรช
317/45 หมู่ 3 ตำบลบ่อวิน อ.ศรีราชา จ.ชลบุรี,3276-th,13.022778,https://lin.ee/dliucVe,101.090845,โลตัส โก เฟรช เจริญสินธานีห้วยปราบ,24 ชม.,,stores-lotuss-express,โก เฟรช
311/4 หมู่1 ตำบลบึง อ.ศรีราชา จ.ชลบุรี 20230,3275-th,13.0902212,https://lin.ee/ZOraVP6,100.9618235,โลตัส โก เฟรช ถนนหนองคล้าใหม่,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3274-th,13.566758,https://lin.ee/T356bHF,100.371615,โลตัส โก เฟรช พันท้ายนรสิงห์,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3273-th,16.415309,https://lin.ee/LGqWeAd,101.162645,โลตัส โก เฟรช ตลาดโฆษิต เพชรบูรณ์,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3272-th,13.575065,https://lin.ee/GimexUM,100.846937,โลตัส โก เฟรช เทศบาล 16 บางบ่อ,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3271-th,14.179639,https://lin.ee/aGE1Mpj,99.940568,โลตัส โก เฟรช ทุ่งคอก,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3270-th,13.822626,https://lin.ee/6B8qomB5,99.848922,โลตัส โก เฟรช ตลาดนัดหุบกระทิง ราชบุรี,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3269-th,13.912597,https://lin.ee/RoeqsMX,100.566556,โลตัส โก เฟรช โกสุมรวมใจ,24 ชม.,,stores-lotuss-express,โก เฟรช
18/26 หมู่ที่ 13 ต.บางหัวเสือ อ.พระประแดง จ.สมุทรปราการ 10130,3268-th,13.630735,https://lin.ee/HFJjIGS,100.554917,โลตัส โก เฟรช บางหัวเสือ,24 ชม.,,stores-lotuss-express,โก เฟรช
0,3267-th,13.6888386,https://lin.ee/E3O4jpm,100.7012386,โลตัส โก เฟรช สุขาภิบาล 2 ซ.24,24 ชม.,,stores-lotuss-express,โก เฟรช
123/28 หมู่ที่ 8 แขวงหนองจอก เขตหนองจอก กรุงเทพมหานคร 10530,3266-th,13.860608,https://lin.ee/EPmqoOs,100.863201,โลตัส โก เฟรช สกุลดี,24 ชม.,,stores-lotuss-express,โก เฟรช
88/551 หมู่ที่ 5 ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150,3265-th,13.953726,https://lin.ee/2NhcoSY,100.684902,โลตัส โก เฟรช อยู่เจริญ 4,24 ชม.,,stores-lotuss-express,โก เฟรช
477 หมู่ 5 ตำบลท่าขุนราม อ.เมืองกำแพงเพชร จ.กำแพงเพชร,3264-th,16.4537771,https://lin.ee/ralqg24,99.4574328,โลตัส โก เฟรช ท่าขุนราม,24 ชม.,,stores-lotuss-express,โก เฟรช
237 หมู่ที่ 11 ตำบลท่าพระ อ.เมือง จ.ขอนแก่น,3263-th,16.325266,https://lin.ee/NbOBCCU,102.796759,โลตัส โก เฟรช หนองบัวดีหมี ขอนแก่น,24 ชม.,,stores-lotuss-express,โก เฟรช
618 หมู่ที่ 5 ต.หนองหญ้าไซ อ.หนองหญ้าไซ จ.สุพรรณบุรี 72240,3262-th,14.77559,https://lin.ee/uSPHBgE,99.909103,โลตัส โก เฟรช หนองหญ้าไซ สุพรรณบุรี,24 ชม.,,stores-lotuss-express,โก เฟรช
375/12 ถ.พุทธบูชา แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150,3261-th,13.665777,https://lin.ee/HLnaYYK,100.469989,โลตัส โก เฟรช พุทธบูชา 23,24 ชม.,,stores-lotuss-express,โก เฟรช
481/1 หมู่ที่ ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน 58140,3260-th,18.8296903,https://lin.ee/su5admz,97.932892,โลตัส โก เฟรช ขุนยวม แม่ฮ่องสอน,24 ชม.,,stores-lotuss-express,โก เฟรช
181/1 หมู่ที่ 1 ต.วังน้ำซับ อ.ศรีประจันต์ จ.สุพรรณบุรี 72140,3259-th,14.6441385,https://lin.ee/3wKWyv4,100.1487903,โลตัส โก เฟรช ตลาดนัดบ้านไร่ สุพรรณบุรี,24 ชม.,,stores-lotuss-express,โก เฟรช
146 ถ.บ้านปากแรต ต.บ้านโป่ง อ.บ้านโป่ง จ.ราชบุรี 70110,3258-th,13.819498,https://lin.ee/rdKk9mH,99.866309,โลตัส โก เฟรช ปากแรต ราชบุรี,24 ชม.,,stores-lotuss-express,โก เฟรช
63/1 ซ.อ่อนนุช 65 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,3257-th,13.7260354,https://lin.ee/BjYmb39,100.6814623,โลตัส โก เฟรช อ่อนนุช 65,24 ชม.,,stores-lotuss-express,โก เฟรช
248/11 หมู่ที่2 ต.ปากนคร อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,3256-th,8.421585,https://lin.ee/3TIXult,99.98665,โลตัส โก เฟรช ตลาดเกียเจริญ,24 ชม.,,stores-lotuss-express,โก เฟรช
158 ซ.ติวานนท์ 25 ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี 11000,3255-th,13.870409,https://lin.ee/msFwHYZ,100.507933,โลตัส โก เฟรช ซอยติวานนท์ 25,24 ชม.,,stores-lotuss-express,โก เฟรช
184/2 หมู่ที่ 4 ต.สวนแตง อ.เมืองสุพรรณบุรี จ.สุพรรณบุรี 72210,3254-th,14.431729,https://lin.ee/NCDowGB,99.997828,โลตัส โก เฟรช สวนแตง,24 ชม.,,stores-lotuss-express,โก เฟรช
20/1 ซ.รามอินทรา 65 แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,3253-th,13.846511,https://lin.ee/JkzHJhe,100.648763,โลตัส โก เฟรช รามอินทรา 65,24 ชม.,,stores-lotuss-express,โก เฟรช
77/2 ซ.พุทธบูชา 39 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,3252-th,13.665866,https://lin.ee/vJVxVIx,100.469943,โลตัส โก เฟรช พุทธบูชา 39,24 ชม.,,stores-lotuss-express,โก เฟรช
773 หมู่ที่ 3 ตำบลสุรนารี​ อ.เมือง​นครราชสีมา​ จ.นครราชสีมา​ 30000,3251-th,14.933336,https://lin.ee/UgKp4dz,102.013272,"""โลตัส โก เฟรช บ้านยางใหญ่, นครราชสีมา""",24 ชม.,,stores-lotuss-express,โก เฟรช
271 ถ.ศรีสวัสดำเนิน ซ.11 ต.ตลาด อ.เมือง จ.มหาสารคาม 44000,3250-th,16.189645,https://lin.ee/EOdzdsB,103.292112,"""โลตัส โก เฟรช ศรีสวัสดิ์ดำเนิน2, มหาสารคาม""",24 ชม.,,stores-lotuss-express,โก เฟรช
206/33 หมู่ 2 ตำบลเพ อ.เมืองระยอง จ.ระยอง,3249-th,12.62551,https://lin.ee/yJtHsBR,101.43113,โลตัส โก เฟรช บ้านเพสายบน,24 ชม.,,stores-lotuss-express,โก เฟรช
994 หมู่ 7 ตำบลท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี,3248-th,13.926306,https://lin.ee/yUgHWCL,101.566609,โลตัส โก เฟรช เดอะคริสตัลท่าตูม ปราจีนบุรี,24 ชม.,,stores-lotuss-express,โก เฟรช
77/11 หมู่ 3 ตำบลแม่เหียะ อ.เมืองเชียงใหม่ จ.เชียงใหม่,3247-th,18.741977,https://lin.ee/7IOkk96,98.938238,โลตัส โก เฟรช แม่เหียะ2 เชียงใหม่,24 ชม.,,stores-lotuss-express,โก เฟรช
12/8 ม.6 ต.หนองกรด อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,3246-th,15.725139,https://lin.ee/9pcQHVu,100.0438889,โลตัส โก เฟรช สันติธรรม นครสวรรค์,24 ชม.,,stores-lotuss-express,โก เฟรช
95/251 ม.3 ต.บุญศิริ อ.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,3245-th,13.611615,https://lin.ee/CJmEMfT,100.602748,โลตัส โก เฟรช บุญศิริ ซอย16 สมุทรปราการ,24 ชม.,,stores-lotuss-express,โก เฟรช
225/1 ซอยรามคำแหง60 (สวนสน) แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,3244-th,13.759232,https://lin.ee/fl3XB72,100.649938,โลตัส โก เฟรช ซอยรามคำแหง 60 กรุงเทพ,24 ชม.,,stores-lotuss-express,โก เฟรช
20/13 ม.12 ตำบลบางแก้ว อ.บางพลี จ.สมุทรปราการ 10540,3243-th,13.6501707,https://lin.ee/nG51xEz,100.6570993,โลตัส โก เฟรช บัวนครินทร์ สมุทรปราการ,24 ชม.,,stores-lotuss-express,โก เฟรช
25 ซอยเฉลิมพระเกียรติ ร.9 ซอย30 แยก 14 แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร 10250,3242-th,13.6844131,https://lin.ee/zyBf6Pi,100.682531,โลตัส โก เฟรช ซอยเฉลิมพระเกียรติ 30 กรุงเทพ,24 ชม.,,stores-lotuss-express,โก เฟรช
67 ม.5 ตำบลไร่ขิง อ.สามพราน จ.นครปฐม 73210,3241-th,13.7198499,https://lin.ee/RvZLLrf,100.2643368,โลตัส โก เฟรช ซอยศรีเสถียร นครปฐม,24 ชม.,,stores-lotuss-express,โก เฟรช
513/1 ถ.บางแวก แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร 10160,3240-th,13.745173,https://lin.ee/SGIU28S,100.39174,โลตัส โก เฟรช ซอยศรีสมบรูณ์ บางเวก,24 ชม.,,stores-lotuss-express,โก เฟรช
100 หมู่ที่ 6 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,3239-th,13.742542,https://lin.ee/3u23Aj9,100.255086,โลตัส โก เฟรช วัดไร่ขิง นครปฐม,24 ชม.,06-59564481,stores-lotuss-express,โก เฟรช
139/55 ม.2 ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,3238-th,12.71095073,https://lin.ee/lAYwKpg,100.9781539,โลตัส โก เฟรช พลูตาหลวง 23 (ซอยศาลาแดง),24 ชม.,06-59564476,stores-lotuss-express,โก เฟรช
165/95 ม.5 ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,3237-th,12.67636318,https://lin.ee/qtvw0bP,101.0649645,โลตัส โก เฟรช ชุมชนพยูน (บ้านฉาง),24 ชม.,065-9541105,stores-lotuss-express,โก เฟรช
141 หมู่ที่ 1 ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,3236-th,12.838571,https://lin.ee/Jex2dIM,101.189227,โลตัส โก เฟรช นิคมพัฒนา ซอย 2,24 ชม.,065-9541045,stores-lotuss-express,โก เฟรช
23/42 ม.3 ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี 22210,3235-th,12.88622677,https://lin.ee/ciDQQ0s,102.0921282,โลตัส โก เฟรช ตลาดตะเคียนทอง,24 ชม.,065-9541022,stores-lotuss-express,โก เฟรช
254/253 ม.5 ต.บึง อ.ศรีราชา จ.ชลบุรี 20110,3234-th,13.0968,https://lin.ee/9cck29B,100.97777,โลตัส โก เฟรช บ้านสวนทอง,24 ชม.,065-9564473,stores-lotuss-express,โก เฟรช
209/22 ม.9 ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,3233-th,13.10854,https://lin.ee/Qy3fTeA,100.94984,โลตัส โก เฟรช ถนนเก้ากิโล สัตหีบ,24 ชม.,065-9564475,stores-lotuss-express,โก เฟรช
155/4 หมู่ที่ 9 ต.บางกร่าง อ.เมืองนนทบุรี จ.นนทบุรี 11000,3232-th,13.8439,https://lin.ee/bpaE8BA,100.461773,โลตัส โก เฟรช บางกร่าง นนทบุรี,24 ชม.,06-59546703,stores-lotuss-express,โก เฟรช
785 หมู่ที่ 2 ต.บางปูใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280,3231-th,13.526544,https://lin.ee/er8e3L0,100.652253,โลตัส โก เฟรช เทศบาลบางปู 75 สมุทรปราการ,24 ชม.,065-9546701,stores-lotuss-express,โก เฟรช
51/128 หมู่ที่ 1 ต.อ้อมใหญ่ อ.สามพราน จ.นครปฐม 73160,3230-th,13.702506,https://lin.ee/GOVfqn6,100.266977,โลตัส โก เฟรช ซอยเทศบาล 13/1 นครปฐม,24 ชม.,065-9541006,stores-lotuss-express,โก เฟรช
9/160 หมู่ที่ 2 ต.บางเพรียง อ.บางบ่อ จ.สมุทรปราการ 10560,3229-th,13.560671,https://lin.ee/TpiIUXV,100.824663,โลตัส โก เฟรช ตลาดเสริมสุข (บางปิ้ง) สมุทรปราการ,24 ชม.,065-9564472,stores-lotuss-express,โก เฟรช
เลขที่​ 95/8 ถ.แสงสวรรค์​เหนือ ต.ชุมแสง​ อ.ชุมแสง​ จ.นครสวรรค์​ 60120,3228-th,15.90174531,https://lin.ee/eLf7Izm,100.3086285,โลตัส โก เฟรช ชุมแสง นครสวรรค์,24 ชม.,065-9540974,stores-lotuss-express,โก เฟรช
12/161 หมู่ที่ 4 ต.ท่าข้าม อ.สามพราน จ.นครปฐม 73110,3227-th,13.71905,https://lin.ee/DgyJuvI,100.24357,โลตัส โก เฟรช ซอยเปโตร (ซอยโรมัน) นครปฐม,24 ชม.,065-9546702,stores-lotuss-express,โก เฟรช
131 หมู่ที่ 2 ต.บางหลวง อ.บางเลน จ.นครปฐม 73190,3226-th,14.121143,https://lin.ee/3EnoSDo,100.117267,โลตัส โก เฟรช ตลาดบางหลวง นครปฐม,24 ชม.,065-9564460,stores-lotuss-express,โก เฟรช
276-277 หมู่ 19 ต.บ้านด่าน อ.บ้านด่าน จ.บุรีรัมย์  31000,3225-th,15.11190572,https://lin.ee/8aNyjsb,103.1763945,โลตัส โก เฟรช บ้านด่าน บุรีรัมย์,24 ชม.,065-9540966,stores-lotuss-express,โก เฟรช
76 หมู่ที่ 11 ต.ธาตุพนม อ.ธาตุพนม จ.นครพนม 48110,3224-th,16.93984579,https://lin.ee/VAU98Xw,104.7243354,โลตัส โก เฟรช ธาตุพนม นครพนม,24 ชม.,065-9546700,stores-lotuss-express,โก เฟรช
313 หมู่ที่ 1 ต.โนนศิลา อ.โนนศิลา จ.ขอนแก่น 40110,3223-th,15.9664457,https://lin.ee/P7DrUEG,102.6915879,โลตัส โก เฟรช โนนศิลา ขอนแก่น,24 ชม.,065-9546684,stores-lotuss-express,โก เฟรช
151/2 ถ.เทศา ต.พระประโทน อ.เมืองนครปฐม จ.เมืองนครปฐม 73000,3222-th,13.8195,https://lin.ee/6TZa6WF,100.078904,โลตัส โก เฟรช เดอะมีทแอนด์อีท (ถนนเทศา) นครปฐม,24 ชม.,065-9546683,stores-lotuss-express,โก เฟรช
420 หมู่ที่ 5 ต.แพรกษาใหม่ อ.เมืองสมุทรปรากร จ.สมุทรปราการ 10280,3221-th,13.570025,https://lin.ee/V70amic,100.688416,โลตัส โก เฟรช คลองอาเสี่ย แพรกษา สมุทรปราการ,24 ชม.,065-9891620,stores-lotuss-express,โก เฟรช
754 หมู่ที่ 5 ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10280,3220-th,13.560899,https://lin.ee/9Q4LEJV,100.621327,โลตัส โก เฟรช ซอยเทศบาลบางปู  55 สมุทรปราการ,24 ชม.,065-9891613,stores-lotuss-express,โก เฟรช
73 หมู่ที่ 12 ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,3219-th,13.757175,https://lin.ee/whQO5GP,100.293375,โลตัส โก เฟรช ซอยไร่ขิง 42 นครปฐม,24 ชม.,065-9891612,stores-lotuss-express,โก เฟรช
295 หมู่ที่ 7 ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,3218-th,13.075425,https://lin.ee/1YSryHm,101.017561,โลตัส โก เฟรช ชุมชนหนองหว้า ชลบุรี,24 ชม.,065-989-1610,stores-lotuss-express,โก เฟรช
411 หมู่ที่ 3 ต.ท่าบ่อ อ.ท่าบ่อ จ.หนองคาย 43110,3217-th,17.850797,https://lin.ee/eFhUeh1,102.581915,โลตัส โก เฟรช ท่าบ่อ หนองคาย,24 ชม.,065-9891609,stores-lotuss-express,โก เฟรช
155 หมู่ที่ 7 ต.รังกาใหญ่ อ.พิมาย จ.นครราชสีมา 30110,3216-th,15.212349,https://lin.ee/kv5TnsS,102.536985,โลตัส โก เฟรช รังกาใหญ่ นครราชสีมา,24 ชม.,065-9891608,stores-lotuss-express,โก เฟรช
5/60 หมู่ที่ 5 ต.หนองจิก อ.หนองแค จ.สระบุรี 18230,3215-th,14.448262,https://lin.ee/DjgXpRH,100.846118,โลตัส โก เฟรช สันมะค่า สระบุรี,24 ชม.,065-9891607,stores-lotuss-express,โก เฟรช
309 หมู่ที่ 16 ต.นอกเมือง อ.เมืองสุรินทร์ จ.สุรินทร์ 32000,3214-th,14.889364,https://lin.ee/CyDLQ32,103.475527,โลตัส โก เฟรช นอกเมือง สุรินทร์,24 ชม.,044-515128,stores-lotuss-express,โก เฟรช
47 ถ.ร่มเกล้า 1 แขวงคลองสองต้นนุ่น เขตลาดกระบัง จ.กรุงเทพมหานคร 10520,3213-th,13.730906,https://lin.ee/0QUmt4U,100.730827,โลตัส โก เฟรช พัฒนาชนบท 4 กรุงเทพฯ,24 ชม.,065-9891605,stores-lotuss-express,โก เฟรช
522 หมู่ที่ 6 ต.หนองญาติ อ.เมืองนครพนม จ.นครพนม 48000,3212-th,17.380487,https://lin.ee/UMHPrNO,104.737515,โลตัส โก เฟรช หนองญาติ นครพนม,24 ชม.,065-9891604,stores-lotuss-express,โก เฟรช
337 หมู่ที่ 2 ต.ตาเป๊ก อ.เฉลิมพระเกียรติ จ.บุรีรัมย์ 31110,3211-th,14.565887,https://lin.ee/M5e060w,102.904693,โลตัส โก เฟรช เฉลิมพระเกียรติ บุรีรัมย์,24 ชม.,065-9891603,stores-lotuss-express,โก เฟรช
233/2 ถ.อนามัยงามเจริญ แขวงท่าข้าม เขตบางขุนเทียน จ.กรุงเทพมหานคร 10150,3210-th,13.661504,https://lin.ee/wVXHSAh,100.454238,โลตัส โก เฟรช พระราม 2 ซอย 47 กรุงเทพ,24 ชม.,065-9891602,stores-lotuss-express,โก เฟรช
2 ซ.เพชรเกษม 48 แยก 20 แขวงบางด้วน เขตภาษีเจริญ จ.กรุงเทพมหานคร 10160,3209-th,13.729717,https://lin.ee/O4RUUvJ,100.434454,โลตัส โก เฟรช เพชรเกษม 48 แยก 20 กรุงเทพ,24 ชม.,065-9891627,stores-lotuss-express,โก เฟรช
96/18 หมู่ที่ 2 ต.น้ำคอก อ.เมืองระยอง จ.ระยอง 21000,3208-th,12.706134,https://lin.ee/vIAwUia,101.272467,โลตัส โก เฟรช บ้านน้ำคอก ระยอง,24 ชม.,065-9891601,stores-lotuss-express,โก เฟรช
77 ซ.อ่อนนุช 66 แขวงอ่อนนุช เขตสวนหลวง จ.กรุงเทพมหานคร 10250,3207-th,13.7116353,https://lin.ee/EUCWpQw,100.6468941,โลตัส โก เฟรช อ่อนนุช 66 กรุงเทพ,24 ชม.,065-9891586,stores-lotuss-express,โก เฟรช
344 หมู่ที่ 1 ต.บ้านขาม อ.เมืองหนองบัวลำภู จ.หนองบัวลำภู 39000,3206-th,17.1321196,https://lin.ee/djbFr90,102.450592,โลตัส โก เฟรช ตลาดชุมชนบ้านขาม หนองบัวลำภู,24 ชม.,065-9891584,stores-lotuss-express,โก เฟรช
273 ถ.ศาลาธรรมสพน์ แขวงศาลาธรรมสพน์ เขตทวีวัฒนา จ.กรุงเทพมหานคร 10170,3205-th,13.792398,https://lin.ee/9rH3LUi,100.394176,โลตัส โก เฟรช ตลาดกรีนวิว กรุงเทพ,24 ชม.,065-9540964,stores-lotuss-express,โก เฟรช
268 หมู่ที่ 3 ต.ลำปาว อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์ 46000,3204-th,16.569121,https://lin.ee/eNA1uk9,103.507422,โลตัส โก เฟรช หนองสอ กาฬสินธุ์,24 ชม.,065-9891582,stores-lotuss-express,โก เฟรช
214 ถ.ศาลาธรรมสพน์ แขวงศาลาธรรมสพน์ เขตทวีวัฒนา จ.กรุงเทพมหานคร 10170,3203-th,13.797452,https://lin.ee/BIlAeha,100.378587,โลตัส โก เฟรช ศาลาธรรมสพน์ กรุงเทพ,24 ชม.,062-5914032,stores-lotuss-express,โก เฟรช
317 หมู่ที่ 11 ต.นามน อ.นามน จ.กาฬสินธุ์ 46230,3202-th,16.574505,https://lin.ee/v22FiRm,103.795561,โลตัส โก เฟรช นามน กาฬสินธุ์,24 ชม.,062-5913508,stores-lotuss-express,โก เฟรช
3/1 ถ.ศรีสวัสดิ์รัตนโกสินทร์ ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,3201-th,16.191013,https://lin.ee/4S7sblX,103.281219,โลตัส โก เฟรช ศรีสวัสดิ์ รัตนโกสินทร์ มหาสารคาม,24 ชม.,062-5913327,stores-lotuss-express,โก เฟรช
13/3 หมู่ที่ 3 ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,3200-th,12.704283,https://lin.ee/Vrgc4PP,101.280086,โลตัส โก เฟรช ถนนพัฒนประเสริฐ ระยอง,24 ชม.,062-6059829,stores-lotuss-express,โก เฟรช
15/10 หมูที่ 2 ต.มาบข่า อ.นิคมพัฒนา จ.ระยอง 21180,3199-th,12.756827,https://lin.ee/Mhvt9u8,101.204993,โลตัส โก เฟรช หนองผักหนาม ระยอง,24 ชม.,062-6059586,stores-lotuss-express,โก เฟรช
185 ซ.อ่อนนุช 70/1 แขวงประเวศ เขตประเวศ จ.กรุงเทพมหานคร 10250,3198-th,13.7130164,https://lin.ee/sZHmPzV,100.6581057,โลตัส โก เฟรช เสรี-อ่อนนุช (อ่อนนุช 70) กรุงเทพ,24 ชม.,062-6059356,stores-lotuss-express,โก เฟรช
353 หมู่ที่ 4 ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม 48150,3197-th,17.62975,https://lin.ee/1p4NHNo,104.247334,โลตัส โก เฟรช ศรีสงคราม นครพนม,24 ชม.,065-969-3476,stores-lotuss-express,โก เฟรช
201 หมู่ที่ 1 ต.บ้านโพธิ์ อ.บ้านโพธิ์ จ.ฉะเชิงเทรา 24140,3196-th,13.601607,https://lin.ee/l0OLi4x,101.085352,โลตัส โก เฟรช บ้านโพธิ์ ฉะเชิงเทรา,24 ชม.,065-969-3475,stores-lotuss-express,โก เฟรช
90/6 หมู่ที่ 4 ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,3195-th,13.798165,https://lin.ee/jghPzvY,100.312015,โลตัส โก เฟรช ตั้งสิน นครปฐม,24 ชม.,065-969-3474,stores-lotuss-express,โก เฟรช
604/1 หมู่ที่ 1 ถ.เจนจบทิศ ต.ในเมือง อ.บ้านไผ่ จ.ขอนแก่น 40110,3194-th,16.061772,https://lin.ee/QMAAYoA,102.730284,โลตัส โก เฟรช ตลาดบ้านไผ่ (เจนจบทิศ) ขอนแก่น,24 ชม.,065-969-3473,stores-lotuss-express,โก เฟรช
79 ซ.เฉลิมพระเกียรติ ร.9 ซ.28 แยก 14 แขวงดอกไม้ เขตประเวศ จ.กรุงเทพมหานคร 10250,3193-th,13.67112,https://lin.ee/HfVBMJn,100.67549,โลตัส โก เฟรช ชุมชนเฉลิมพระเกียรติ กรุงเทพ,24 ชม.,065-969-3472,stores-lotuss-express,โก เฟรช
28/23 หมู่ที่ 5 ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130,3192-th,13.811295,https://lin.ee/NxukOJn,100.338873,โลตัส โก เฟรช ชุมชนศาลากลาง นนทบุรี,24 ชม.,065-969-3471,stores-lotuss-express,โก เฟรช
1 ซ.รามอินทรา 83 แขวงรามอินทรา เขตคันนายาว จ.กรุงเทพมหานคร 10230,3191-th,13.834315,https://lin.ee/wcro1GU,100.667332,โลตัส โก เฟรช ซอยรามอินทรา 83 กรุงเทพ,24 ชม.,065-969-3470,stores-lotuss-express,โก เฟรช
400 หมู่ที่ 4 ต.หนองหิน อ.หนองหิน จ.เลย 42190,3190-th,17.126279,https://lin.ee/Y2XfsAC,101.857595,โลตัส โก เฟรช หนองหิน เลย,24 ชม.,065-969-3431,stores-lotuss-express,โก เฟรช
